accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
-0.097957442,-0.249151125,-0.439068321,-0.54671089,150,-0.065162964,-0.01658382,-0.380161475
-0.097957442,-0.249151125,-0.439068321,-0.54671089,95,-0.065162964,-0.01658382,1.876077483
0.400809202,-0.249151125,-0.439068321,0.29718053,119,-0.341333397,-0.016614974,-0.51690323
-0.596724087,-0.249151125,-0.439068321,-0.54671089,97,-0.341333397,-0.01658382,-0.448532352
-0.596724087,-0.249151125,-0.439068321,-0.54671089,99,-0.341333397,-0.016615426,1.226554147
-0.596724087,-0.249151125,-0.439068321,-0.54671089,295,-0.341333397,-0.01658382,0.440289055
-0.596724087,-0.249151125,-0.439068321,-0.54671089,149,-0.065162964,-0.01658382,-0.209234281
-0.596724087,-0.249151125,-0.439068321,-0.54671089,110,-0.341333397,-0.01658382,-0.175048842
0.899575846,0.940156198,-0.439068321,1.14107195,180,-0.065162964,-0.016605219,-0.482717791
-0.596724087,-1.438458448,-0.439068321,0.29718053,150,0.21100747,-0.01658382,-0.414346914
1.39834249,-1.438458448,-0.439068321,1.14107195,150,0.21100747,-0.013796102,0.3035473
0.899575846,0.940156198,2.117243692,0.29718053,155,-0.065162964,-0.01658382,0.269361861
-0.097957442,-0.249151125,-0.439068321,0.29718053,85,0.21100747,-0.016614693,11.03777507
-0.596724087,-0.249151125,-0.439068321,-0.54671089,130,-0.341333397,-0.01658382,-0.380161475
-0.097957442,-0.249151125,-0.439068321,-0.54671089,120,-0.341333397,-0.01658382,-0.414346914
-0.596724087,-0.249151125,-0.439068321,-0.54671089,90,-0.065162964,-0.01658382,-0.106677965
-0.596724087,-0.249151125,-0.439068321,0.29718053,149,-0.341333397,-0.01658382,1.089812392
-0.097957442,-0.249151125,-0.439068321,-0.54671089,569,0.21100747,-0.01658382,-0.51690323
0.400809202,-0.249151125,-0.439068321,-0.54671089,180,-0.341333397,-0.01658382,-0.311790597
-1.095490731,-0.249151125,-0.439068321,-0.54671089,55,-0.341333397,-0.016615144,-0.482717791
0.400809202,-0.249151125,-0.439068321,-0.54671089,229,-0.065162964,-0.016595238,0.474474494
-0.596724087,-0.249151125,-0.439068321,-0.54671089,75,-0.341333397,-0.01658382,-0.448532352
-0.097957442,-0.249151125,-0.439068321,-0.54671089,569,0.21100747,-0.01658382,-0.51690323
-0.596724087,-0.249151125,-0.439068321,-0.54671089,105,-0.341333397,-0.01658382,7.858529265
-0.596724087,-0.249151125,-0.439068321,-0.54671089,259,0.487177903,-0.016605247,-0.414346914
-0.596724087,-0.249151125,-0.439068321,-0.54671089,120,-0.065162964,-0.01658382,-0.482717791
-0.097957442,-0.249151125,-0.439068321,0.29718053,119,0.763348336,-0.01658382,-0.414346914
-0.596724087,-0.249151125,0.413035683,-0.54671089,139,-0.341333397,-0.01658382,-0.51690323
-1.095490731,-0.249151125,-0.439068321,-0.54671089,90,-0.341333397,-0.01658382,-0.51690323
-1.095490731,-0.249151125,-0.439068321,-0.54671089,109,0.21100747,-0.01658382,0.645401688
0.400809202,-0.249151125,-0.439068321,0.29718053,150,-0.065162964,-0.016613001,0.337732739
0.899575846,-1.438458448,-0.439068321,1.14107195,295,0.21100747,-0.016587372,1.021441514
-0.097957442,-0.249151125,-0.439068321,-0.54671089,210,-0.341333397,-0.016605247,1.431666779
1.39834249,0.940156198,0.413035683,0.29718053,329,0.21100747,-0.016587372,0.200990984
-0.596724087,-1.438458448,-0.439068321,-0.54671089,125,-0.065162964,-0.016615341,-0.51690323
-0.596724087,-0.249151125,-0.439068321,-0.54671089,150,-0.341333397,-0.01658382,-0.482717791
-0.097957442,-0.249151125,-0.439068321,0.29718053,175,-0.065162964,-0.016615115,4.234872757
-0.097957442,-0.249151125,-0.439068321,0.29718053,129,-0.341333397,-0.01658382,-0.277605159
-0.596724087,-0.249151125,-0.439068321,-0.54671089,239,0.763348336,-0.016594956,-0.51690323
-0.596724087,-0.249151125,-0.439068321,-0.54671089,250,-0.065162964,-0.01658382,0.064249229
0.400809202,-0.249151125,-0.439068321,0.29718053,168,-0.341333397,-0.01658382,4.132316441
-0.596724087,-0.249151125,-0.439068321,-0.54671089,79,-0.065162964,-0.01658382,-0.448532352
-1.095490731,-0.249151125,-0.439068321,0.29718053,65,-0.065162964,-0.01658382,-0.51690323
0.400809202,0.940156198,1.265139688,0.29718053,290,0.21100747,-0.016605247,0.57703081
1.39834249,-0.249151125,-0.439068321,1.14107195,725,0.763348336,-0.016614693,-0.51690323
-0.596724087,-0.249151125,-0.439068321,-0.54671089,109,-0.341333397,-0.01658382,-0.345976036
0.400809202,-0.249151125,-0.439068321,0.29718053,99,-0.341333397,-0.01658382,-0.414346914
-0.097957442,-0.249151125,-0.439068321,-0.54671089,569,0.21100747,-0.01658382,-0.51690323
0.400809202,-0.249151125,-0.439068321,0.29718053,120,0.21100747,-0.016614974,-0.414346914
-0.596724087,-0.249151125,-0.439068321,0.29718053,290,-0.341333397,-0.01658382,-0.482717791
-0.097957442,-0.249151125,-0.439068321,-0.54671089,145,-0.341333397,-0.016614664,-0.345976036
0.400809202,-0.249151125,-0.439068321,-0.54671089,210,-0.341333397,-0.016613001,2.457229942
-1.095490731,-0.249151125,-0.439068321,-0.54671089,90,-0.341333397,-0.01658382,-0.448532352
-0.596724087,-0.249151125,-0.439068321,-0.54671089,99,-0.341333397,-0.01658382,-0.448532352
0.400809202,-0.249151125,-0.439068321,-0.54671089,399,-0.341333397,-0.01658382,0.03006379
-0.596724087,-0.249151125,-0.439068321,-0.54671089,239,0.487177903,-0.016594956,-0.51690323
-0.596724087,-0.249151125,-0.439068321,-0.54671089,150,-0.341333397,-0.01658382,-0.380161475
-1.095490731,-0.249151125,-0.439068321,-0.54671089,199,1.315689203,-0.01658382,-0.482717791
-0.596724087,-0.249151125,-0.439068321,-0.54671089,135,0.763348336,-0.016614974,0.406103616
0.400809202,-0.249151125,-0.439068321,-0.54671089,295,-0.341333397,-0.01658382,0.166805545
0.899575846,0.940156198,1.265139688,1.14107195,429,0.21100747,-0.01658382,-0.51690323
2.395875779,3.318770845,2.117243692,1.984963371,400,0.21100747,-0.01658382,0.371918178
1.39834249,0.940156198,1.265139688,1.14107195,295,-0.341333397,-0.01658382,0.953070637
0.400809202,-0.249151125,0.413035683,0.29718053,179,-0.065162964,-0.016594956,5.055323287
0.400809202,0.940156198,1.265139688,0.29718053,309,0.487177903,-0.016605247,0.269361861
-0.097957442,-0.249151125,1.265139688,0.29718053,90,1.03951877,-0.016614918,-0.51690323
-0.596724087,-0.249151125,-0.439068321,-0.54671089,43,-0.341333397,-0.01658382,-0.175048842
-1.095490731,-0.249151125,-0.439068321,-0.54671089,120,-0.065162964,-0.016615454,-0.51690323
0.400809202,0.940156198,-0.439068321,0.29718053,269,-0.065162964,-0.01658382,-0.345976036
-0.596724087,-1.438458448,-0.439068321,-0.54671089,150,-0.065162964,-0.016605247,1.978633799
-0.596724087,-0.249151125,-0.439068321,-0.54671089,269,0.21100747,-0.016605247,-0.414346914
0.400809202,-0.249151125,-0.439068321,-0.54671089,185,0.21100747,-0.016613001,-0.24341972
-0.596724087,-0.249151125,-0.439068321,-0.54671089,120,1.315689203,-0.016605247,-0.482717791
2.395875779,0.940156198,1.265139688,1.14107195,220,-0.341333397,-0.01658382,-0.51690323
-0.097957442,-0.249151125,-0.439068321,0.29718053,99,0.21100747,-0.01658382,-0.380161475
-0.596724087,-0.249151125,-0.439068321,-0.54671089,99,-0.341333397,-0.01658382,-0.51690323
0.400809202,-0.249151125,-0.439068321,0.29718053,250,-0.341333397,-0.01658382,-0.311790597
-0.596724087,-0.249151125,-0.439068321,-0.54671089,249,0.21100747,-0.016605247,-0.380161475
-0.097957442,-0.249151125,-0.439068321,0.29718053,259,0.21100747,-0.01658382,-0.448532352
0.899575846,0.940156198,1.265139688,0.29718053,300,-0.341333397,-0.01658382,-0.448532352
-0.097957442,-0.249151125,-0.439068321,-0.54671089,289,0.763348336,-0.016594956,-0.482717791
-0.596724087,-1.438458448,-0.439068321,-0.54671089,200,-0.341333397,-0.01658382,-0.004121649
-0.596724087,-0.249151125,-0.439068321,-0.54671089,249,0.21100747,-0.016605247,-0.51690323
-1.095490731,-0.249151125,-0.439068321,-0.54671089,81,-0.341333397,-0.01658382,-0.482717791
-0.596724087,-0.249151125,-0.439068321,-0.54671089,200,-0.065162964,-0.01658382,-0.51690323
2.395875779,0.940156198,-0.439068321,1.984963371,194,-0.341333397,-0.01658382,-0.24341972
-0.596724087,-0.249151125,-0.439068321,-0.54671089,89,0.21100747,-0.01658382,-0.414346914
-0.596724087,-0.249151125,-0.439068321,-0.54671089,159,0.487177903,-0.01658382,0.098434668
-0.596724087,-1.438458448,-0.439068321,-0.54671089,85,0.21100747,-0.016615369,-0.482717791
0.400809202,-0.249151125,-0.439068321,-0.54671089,100,-0.341333397,-0.01658382,0.098434668
-0.596724087,-0.249151125,-0.439068321,-0.54671089,189,0.21100747,-0.016614693,-0.51690323
-0.097957442,-0.249151125,1.265139688,-0.54671089,150,-0.341333397,-0.01655915,-0.482717791
0.899575846,0.940156198,-0.439068321,1.14107195,175,-0.065162964,-0.01658382,-0.448532352
-0.596724087,-0.249151125,-0.439068321,-0.54671089,120,0.487177903,-0.01658382,-0.482717791
-0.097957442,-0.249151125,-0.439068321,-0.54671089,155,-0.065162964,-0.01658382,-0.482717791
0.899575846,0.940156198,1.265139688,0.29718053,629,0.21100747,-0.01658382,-0.51690323
0.899575846,0.940156198,1.265139688,1.14107195,311,0.21100747,-0.01658382,-0.414346914
-0.097957442,-0.249151125,-0.439068321,-0.54671089,571,0.21100747,-0.01658382,-0.51690323
1.39834249,0.940156198,1.265139688,0.29718053,339,0.21100747,-0.016594956,1.089812392
0.400809202,-0.249151125,-0.439068321,0.29718053,210,-0.341333397,-0.016613847,0.440289055
0.400809202,0.940156198,1.265139688,0.29718053,299,0.487177903,-0.016605247,-0.448532352
-0.596724087,-0.249151125,-0.439068321,-0.54671089,170,-0.341333397,-0.016615256,0.098434668
-1.095490731,-0.249151125,-0.439068321,-0.54671089,135,-0.341333397,-0.01658382,-0.51690323
0.400809202,0.940156198,-0.439068321,0.29718053,245,-0.341333397,-0.01658382,-0.414346914
-0.097957442,-0.249151125,-0.439068321,-0.54671089,249,0.21100747,-0.016594956,-0.482717791
-0.596724087,-0.249151125,-0.439068321,-0.54671089,99,-0.341333397,-0.016614693,-0.345976036
0.400809202,-1.438458448,-0.439068321,-0.54671089,149,0.21100747,-0.016614664,-0.51690323
-1.095490731,-0.249151125,-0.439068321,-0.54671089,99,0.21100747,-0.01658382,-0.24341972
1.39834249,0.940156198,1.265139688,0.29718053,295,-0.341333397,-0.01658382,1.192368708
1.39834249,0.940156198,1.265139688,0.29718053,400,-0.341333397,-0.01658382,-0.51690323
-1.095490731,-0.249151125,-0.439068321,-0.54671089,65,-0.341333397,-0.01658382,-0.51690323
-1.095490731,-0.249151125,-0.439068321,-0.54671089,99,0.487177903,-0.016605247,1.329110463
2.395875779,0.940156198,-0.439068321,1.984963371,179,-0.341333397,-0.01658382,0.679587126
0.400809202,-0.249151125,-0.439068321,-0.54671089,150,-0.341333397,-0.01658382,1.294925024
0.400809202,-0.249151125,-0.439068321,-0.54671089,140,-0.065162964,-0.01658382,-0.380161475
-0.097957442,-0.249151125,-0.439068321,-0.54671089,179,-0.065162964,-0.01658382,-0.482717791
-0.596724087,-0.249151125,-0.439068321,0.29718053,135,-0.065162964,-0.016613001,-0.380161475
-0.097957442,-0.249151125,-0.439068321,0.29718053,250,0.487177903,-0.016615341,-0.51690323
-0.596724087,-0.249151125,0.413035683,-0.54671089,95,-0.341333397,-0.016614749,0.987256075
1.39834249,0.940156198,-0.439068321,0.29718053,170,-0.065162964,-0.01658382,-0.448532352
0.899575846,0.940156198,1.265139688,0.29718053,299,0.487177903,-0.016605247,-0.345976036
-0.596724087,-0.249151125,-0.439068321,-0.54671089,150,1.315689203,-0.016615144,-0.482717791
0.400809202,-0.249151125,0.413035683,-0.54671089,250,-0.341333397,-0.01658382,-0.106677965
-0.596724087,-1.438458448,-0.439068321,-0.54671089,105,-0.341333397,-0.01658382,-0.140863404
-0.097957442,-0.249151125,-0.439068321,-0.54671089,120,-0.341333397,-0.01658382,-0.414346914
-0.097957442,-0.249151125,-0.439068321,-0.54671089,399,0.21100747,-0.01658382,-0.51690323
0.899575846,0.940156198,1.265139688,0.29718053,629,0.21100747,-0.01658382,-0.51690323
-0.097957442,-0.249151125,-0.439068321,-0.54671089,569,0.21100747,-0.01658382,-0.51690323
-0.596724087,-0.249151125,-0.439068321,-0.54671089,70,-0.341333397,-0.01658382,-0.209234281
-0.596724087,-1.438458448,-0.439068321,-0.54671089,110,-0.065162964,-0.016615144,-0.311790597
-0.097957442,-0.249151125,-0.439068321,0.29718053,259,0.21100747,-0.01658382,-0.380161475
-0.596724087,-0.249151125,0.413035683,-0.54671089,99,0.21100747,-0.01658382,-0.106677965
2.395875779,2.129463521,0.413035683,1.14107195,289,-0.341333397,-0.01658382,-0.038307087
0.400809202,-0.249151125,-0.439068321,0.29718053,124,0.487177903,-0.01658382,-0.414346914
-0.596724087,-0.249151125,-0.439068321,-0.54671089,259,0.487177903,-0.016594956,-0.482717791
-0.596724087,-1.438458448,-0.439068321,-0.54671089,80,-0.341333397,-0.01658382,-0.51690323
